key,version,date_from,date_to,CodigoCNAEPrincipal,DescricaoCNAEPrincipal
270,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4221903,"MANUTENÇÃO DE R"
271,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4221904,"CONSTRUÇÃO DE E"
272,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4221905,"MANUTENÇÃO DE E"
273,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4222701,"CONSTRUÇÃO DE R"
274,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4223500,"CONSTRUÇÃO DE R"
275,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4292801,"MONTAGEM DE EST"
276,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4299501,"CONSTRUÇÃO DE I"
277,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4299599,"OUTRAS OBRAS DE"
278,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4312600,"PERFURAÇÕES E S"
279,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4313400,"OBRAS DE TERRAP"
280,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4321500,"INSTALAÇÃO E MA"
281,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4322301,"INSTALAÇÕES HID"
282,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4322302,"INSTALAÇÃO E MA"
283,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4322303,"INSTALAÇÕES DE "
284,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4329101,"INSTALAÇÃO DE P"
285,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4329103,"INSTALAÇÃO, MAN"
286,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4329104,"MONTAGEM E INST"
287,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4329199,"OUTRAS OBRAS DE"
288,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4330401,IMPERMEABILIZAÇ
289,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4330402,"INSTALAÇÃO DE P"
290,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4330403,"OBRAS DE ACABAM"
291,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4330404,"SERVIÇOS DE PIN"
292,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4330405,"APLICAÇÃO DE RE"
293,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4330499,"OUTRAS OBRAS DE"
294,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4391600,"OBRAS DE FUNDAÇ"
295,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4399101,"ADMINISTRAÇÃO D"
296,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4399103,"OBRAS DE ALVENA"
297,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4399105,"PERFURAÇÃO E CO"
298,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4399199,"SERVIÇOS ESPECI"
299,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4511101,"COMÉRCIO A VARE"
300,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4511102,"COMÉRCIO A VARE"
301,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4511103,"COMÉRCIO POR AT"
302,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4511104,"COMÉRCIO POR AT"
303,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4511106,"COMÉRCIO POR AT"
304,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4512901,"REPRESENTANTES "
305,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4512902,"COMÉRCIO SOB CO"
306,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4520001,"SERVIÇOS DE MAN"
307,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4520002,"SERVIÇOS DE LAN"
308,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4520003,"SERVIÇOS DE MAN"
309,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4520004,"SERVIÇOS DE ALI"
310,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4520005,"SERVIÇOS DE LAV"
311,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4520006,"SERVIÇOS DE BOR"
312,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4520007,"SERVIÇOS DE INS"
313,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4530701,"COMÉRCIO POR AT"
314,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4530702,"COMÉRCIO POR AT"
315,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4530703,"COMÉRCIO A VARE"
316,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4530704,"COMÉRCIO A VARE"
317,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4530705,"COMÉRCIO A VARE"
318,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4530706,"REPRESENTANTES "
319,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4541201,"COMÉRCIO POR AT"
320,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4541202,"COMÉRCIO POR AT"
321,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4541203,"COMÉRCIO A VARE"
322,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4541204,"COMÉRCIO A VARE"
323,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4541205,"COMÉRCIO A VARE"
324,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4542101,"REPRESENTANTES "
325,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4543900,"MANUTENÇÃO E RE"
326,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4611700,"REPRESENTANTES "
327,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4612500,"REPRESENTANTES "
328,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4613300,"REPRESENTANTES "
329,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4614100,"REPRESENTANTES "
330,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4615000,"REPRESENTANTES "
331,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4616800,"REPRESENTANTES "
332,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4617600,"REPRESENTANTES "
333,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4618401,"REPRESENTANTES "
334,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4618402,"REPRESENTANTES "
335,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4618403,"REPRESENTANTES "
336,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4618499,"OUTROS REPRESEN"
337,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4619200,"REPRESENTANTES "
338,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4623106,"COMÉRCIO ATACAD"
339,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4623109,"COMÉRCIO ATACAD"
340,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4623199,"COMÉRCIO ATACAD"
341,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4631100,"COMÉRCIO ATACAD"
342,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4632001,"COMÉRCIO ATACAD"
343,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4632002,"COMÉRCIO ATACAD"
344,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4632003,"COMÉRCIO ATACAD"
345,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4633801,"COMÉRCIO ATACAD"
346,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4633802,"COMÉRCIO ATACAD"
347,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4634601,"COMÉRCIO ATACAD"
348,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4634603,"COMÉRCIO ATACAD"
349,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4635402,"COMÉRCIO ATACAD"
350,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4635403,"COMÉRCIO ATACAD"
351,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4635499,"COMÉRCIO ATACAD"
352,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4636202,"COMÉRCIO ATACAD"
353,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4637101,"COMÉRCIO ATACAD"
354,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4637104,"COMÉRCIO ATACAD"
355,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4637105,"COMÉRCIO ATACAD"
356,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4637106,"COMÉRCIO ATACAD"
357,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4637107,"COMÉRCIO ATACAD"
358,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4637199,"COMÉRCIO ATACAD"
359,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4639701,"COMÉRCIO ATACAD"
360,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4639702,"COMÉRCIO ATACAD"
361,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4641901,"COMÉRCIO ATACAD"
362,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4641902,"COMÉRCIO ATACAD"
363,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4641903,"COMÉRCIO ATACAD"
364,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4642701,"COMÉRCIO ATACAD"
365,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4642702,"COMÉRCIO ATACAD"
366,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4643501,"COMÉRCIO ATACAD"
367,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4643502,"COMÉRCIO ATACAD"
368,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4644301,"COMÉRCIO ATACAD"
369,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4644302,"COMÉRCIO ATACAD"
370,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4645101,"COMÉRCIO ATACAD"
371,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4645102,"COMÉRCIO ATACAD"
372,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4645103,"COMÉRCIO ATACAD"
373,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4646001,"COMÉRCIO ATACAD"
374,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4646002,"COMÉRCIO ATACAD"
375,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4647801,"COMÉRCIO ATACAD"
376,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4647802,"COMÉRCIO ATACAD"
377,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4649401,"COMÉRCIO ATACAD"
378,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4649402,"COMÉRCIO ATACAD"
379,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4649403,"COMÉRCIO ATACAD"
380,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4649404,"COMÉRCIO ATACAD"
381,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4649405,"COMÉRCIO ATACAD"
382,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4649406,"COMÉRCIO ATACAD"
383,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4649408,"COMÉRCIO ATACAD"
384,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4649409,"COMÉRCIO ATACAD"
385,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4649410,"COMÉRCIO ATACAD"
386,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4649499,"COMÉRCIO ATACAD"
387,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4651601,"COMÉRCIO ATACAD"
388,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4651602,"COMÉRCIO ATACAD"
389,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4652400,"COMÉRCIO ATACAD"
390,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4661300,"COMÉRCIO ATACAD"
391,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4662100,"COMÉRCIO ATACAD"
392,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4663000,"COMÉRCIO ATACAD"
393,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4664800,"COMÉRCIO ATACAD"
394,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4665600,"COMÉRCIO ATACAD"
395,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4669901,"COMÉRCIO ATACAD"
396,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4669999,"COMÉRCIO ATACAD"
397,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4671100,"COMÉRCIO ATACAD"
398,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4672900,"COMÉRCIO ATACAD"
399,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4673700,"COMÉRCIO ATACAD"
400,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4679601,"COMÉRCIO ATACAD"
401,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4679602,"COMÉRCIO ATACAD"
402,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4679603,"COMÉRCIO ATACAD"
403,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4679604,"COMÉRCIO ATACAD"
404,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4679699,"COMÉRCIO ATACAD"
405,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4681801,"COMÉRCIO ATACAD"
406,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4681803,"COMÉRCIO ATACAD"
407,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4682600,"COMÉRCIO ATACAD"
408,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4683400,"COMÉRCIO ATACAD"
409,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4684201,"COMÉRCIO ATACAD"
410,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4685100,"COMÉRCIO ATACAD"
411,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4686901,"COMÉRCIO ATACAD"
412,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4686902,"COMÉRCIO ATACAD"
413,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4687701,"COMÉRCIO ATACAD"
414,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4689302,"COMÉRCIO ATACAD"
415,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4689399,"COMÉRCIO ATACAD"
416,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4691500,"COMÉRCIO ATACAD"
417,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4692300,"COMÉRCIO ATACAD"
418,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4693100,"COMÉRCIO ATACAD"
419,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4711301,"COMÉRCIO VAREJI"
420,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4711302,"COMÉRCIO VAREJI"
421,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4712100,"COMÉRCIO VAREJI"
422,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4713001,"LOJAS DE DEPART"
423,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4713002,"LOJAS DE VARIED"
424,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4713003,"LOJAS DUTY FREE"
425,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4721102,"PADARIA E CONFE"
426,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4721103,"COMÉRCIO VAREJI"
427,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4721104,"COMÉRCIO VAREJI"
428,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4722901,"COMÉRCIO VAREJI"
429,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4723700,"COMÉRCIO VAREJI"
430,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4724500,"COMÉRCIO VAREJI"
431,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4729601,TABACARIA
432,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4729699,"COMÉRCIO VAREJI"
433,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4731800,"COMÉRCIO VAREJI"
434,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4732600,"COMÉRCIO VAREJI"
435,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4741500,"COMÉRCIO VAREJI"
436,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4742300,"COMÉRCIO VAREJI"
437,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4743100,"COMÉRCIO VAREJI"
438,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4744001,"COMÉRCIO VAREJI"
439,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4744002,"COMÉRCIO VAREJI"
440,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4744003,"COMÉRCIO VAREJI"
441,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4744004,"COMÉRCIO VAREJI"
442,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4744005,"COMÉRCIO VAREJI"
443,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4744099,"COMÉRCIO VAREJI"
444,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4752100,"COMÉRCIO VAREJI"
445,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4753900,"COMÉRCIO VAREJI"
446,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4754701,"COMÉRCIO VAREJI"
447,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4754702,"COMÉRCIO VAREJI"
448,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4754703,"COMÉRCIO VAREJI"
449,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4755501,"COMÉRCIO VAREJI"
450,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4755502,"COMERCIO VAREJI"
451,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4755503,"COMERCIO VAREJI"
452,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4756300,"COMÉRCIO VAREJI"
453,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4757100,"COMÉRCIO VAREJI"
454,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4759801,"COMÉRCIO VAREJI"
455,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4759899,"COMÉRCIO VAREJI"
456,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4761001,"COMÉRCIO VAREJI"
457,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4761002,"COMÉRCIO VAREJI"
458,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4761003,"COMÉRCIO VAREJI"
459,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4762800,"COMÉRCIO VAREJI"
460,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4763601,"COMÉRCIO VAREJI"
461,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4763602,"COMÉRCIO VAREJI"
462,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4763603,"COMÉRCIO VAREJI"
463,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4763604,"COMÉRCIO VAREJI"
464,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4763605,"COMÉRCIO VAREJI"
465,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4771701,"COMÉRCIO VAREJI"
466,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4771702,"COMÉRCIO VAREJI"
467,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4771703,"COMÉRCIO VAREJI"
468,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4771704,"COMÉRCIO VAREJI"
469,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4772500,"COMÉRCIO VAREJI"
470,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4773300,"COMÉRCIO VAREJI"
471,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4774100,"COMÉRCIO VAREJI"
472,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4781400,"COMÉRCIO VAREJI"
473,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4782201,"COMÉRCIO VAREJI"
474,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4782202,"COMÉRCIO VAREJI"
475,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4783101,"COMÉRCIO VAREJI"
476,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4783102,"COMÉRCIO VAREJI"
477,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4784900,"COMÉRCIO VAREJI"
478,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4785701,"COMÉRCIO VAREJI"
479,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4785799,"COMÉRCIO VAREJI"
480,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4789001,"COMÉRCIO VAREJI"
481,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4789002,"COMÉRCIO VAREJI"
482,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4789003,"COMÉRCIO VAREJI"
483,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4789004,"COMÉRCIO VAREJI"
484,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4789005,"COMÉRCIO VAREJI"
485,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4789006,"COMÉRCIO VAREJI"
486,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4789007,"COMÉRCIO VAREJI"
487,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4789008,"COMÉRCIO VAREJI"
488,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4789009,"COMÉRCIO VAREJI"
489,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4789099,"COMÉRCIO VAREJI"
490,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4911600,"TRANSPORTE FERR"
491,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4912402,"TRANSPORTE FERR"
492,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4912403,"TRANSPORTE METR"
493,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4921301,"TRANSPORTE RODO"
494,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4921302,"TRANSPORTE RODO"
495,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4922101,"TRANSPORTE RODO"
496,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4922102,"TRANSPORTE RODO"
497,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4922103,"TRANSPORTE RODO"
498,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4923001,"SERVIÇO DE TÁXI"
499,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4923002,"SERVIÇO DE TRAN"
500,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4924800,"TRANSPORTE ESCO"
501,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4929901,"TRANSPORTE RODO"
502,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4929902,"TRANSPORTE RODO"
503,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4929904,"ORGANIZAÇÃO DE "
504,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4929999,"OUTROS TRANSPOR"
505,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4930201,"TRANSPORTE RODO"
506,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4930202,"TRANSPORTE RODO"
507,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4930203,"TRANSPORTE RODO"
508,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",4930204,"TRANSPORTE RODO"
509,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5021101,"TRANSPORTE POR "
510,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5021102,"TRANSPORTE POR "
511,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5022001,"TRANSPORTE POR "
512,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5022002,"TRANSPORTE POR "
513,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5030102,"NAVEGAÇÃO DE AP"
514,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5091202,"TRANSPORTE POR "
515,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5099801,"TRANSPORTE AQUA"
516,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5111100,"TRANSPORTE AÉRE"
517,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5120000,"TRANSPORTE AÉRE"
518,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5211701,"ARMAZÉNS GERAIS"
519,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5211702,GUARDA-MÓVEIS
520,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5211799,"DEPÓSITOS DE ME"
521,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5212500,"CARGA E DESCARG"
522,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5221400,CONCESSIONÁRIAS
523,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5222200,"TERMINAIS RODOV"
524,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5223100,"ESTACIONAMENTO "
525,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5229002,"SERVIÇOS DE REB"
526,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5229099,"OUTRAS ATIVIDAD"
527,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5232000,"ATIVIDADES DE A"
528,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5240199,"ATIVIDADES AUXI"
529,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5250801,"COMISSARIA DE D"
530,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5250802,"ATIVIDADES DE D"
531,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5250803,"AGENCIAMENTO DE"
532,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5250804,"ORGANIZAÇÃO LOG"
533,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5310501,"ATIVIDADES DO C"
534,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5310502,"ATIVIDADES DE F"
535,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5320201,"SERVIÇOS DE MAL"
536,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5320202,"SERVIÇOS DE ENT"
537,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5510801,HOTÉIS
538,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5510802,APART-HOTÉIS
539,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5510803,MOTÉIS
540,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5590601,"ALBERGUES, EXCE"
541,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5590602,CAMPINGS
542,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5590603,"PENSÕES (ALOJAM"
543,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5590699,"OUTROS ALOJAMEN"
544,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5611201,"RESTAURANTES E "
545,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5611202,"BARES E OUTROS "
546,1,"1900-01-01 00:00:00","2037-12-31 23:59:59",5611203,"LANCHONETES, CA"
