assuntokey;CNAEPrincipalkey;datakey;radicalcnpjkey;codigoproblemakey;tipoatendimentokey;PorcentagemReclamacoesPorProblema;PorcentagemReclamacoesPorAssunto;PorcentagemReclamacoesPorCNPJ
52;595;3636;28042;515;3;14;1;771
100;153;18810;2282;1486;1;7;0;12
157;575;1549;24566;2553;6;164;10;1585
234;626;10032;22894;3616;6;36;2;228
100;813;12537;27278;1486;6;11;0;217
218;580;9949;29934;3873;2;38;2;300
148;587;1099;7748;2545;6;231;13;705
89;473;6664;34021;1597;6;23;1;510
148;496;14413;1095;4450;6;30;1;7
155;252;19652;1163;4445;2;22;0;5
53;595;13352;24611;603;3;4;0;184
231;571;6279;14450;3613;6;57;3;230
218;571;9614;30743;3377;2;35;2;319
53;595;8982;24611;516;3;5;0;274
157;575;1428;24566;2553;6;178;10;1720
52;596;623;23378;4622;8;741;8;3752
140;420;6191;21280;1585;6;25;2;343
157;575;1518;23;2553;3;168;10;1
155;252;3241;1163;4043;1;124;4;35
52;595;5022;28042;515;3;10;1;558
95;156;458;16682;1481;6;323;20;3642
124;626;16114;22914;1510;6;9;0;142
94;489;10724;31018;1480;2;13;0;289
155;252;15032;1163;2551;2;16;1;7
53;472;1070;1068;582;6;54;4;99
53;595;11217;28192;516;2;4;0;251
54;449;2222;24944;517;3;23;2;1122
62;595;4755;22081;525;3;11;1;464
62;607;7534;28054;611;3;8;0;372
156;571;16287;14450;2552;2;15;0;88
155;252;374;33491;2551;6;682;41;8954
62;595;1857;27700;4582;6;246;3;1491
100;506;2362;6352;1608;6;68;4;268
118;456;636;28215;1626;6;255;18;4436
228;683;15900;6920;3882;6;24;1;43
52;595;3284;28042;515;3;15;1;853
148;587;16537;7748;2545;2;15;0;46
156;571;511;14450;4488;3;878;30;2827
221;524;18128;3844;3709;8;20;1;21
95;445;18002;24966;1481;2;8;0;138
155;252;12148;1163;2551;2;20;1;9
160;590;19040;1584;1;2;0;0;8
91;419;1035;25272;1540;6;148;8;2441
78;808;10027;25589;541;6;5;0;255
155;252;3252;1163;4043;1;124;4;35
52;595;11024;27095;4086;6;37;0;245
61;607;16828;28054;524;1;3;0;166
228;801;12582;2424;3610;6;28;1;19
53;637;15263;25494;603;6;3;0;167
218;580;5555;29934;3601;2;64;3;538
91;116;13479;4582;1477;6;10;0;33
53;595;5532;7093;558;3;10;0;128
89;469;9238;23253;2097;6;22;0;251
155;252;11018;1163;2561;2;23;1;10
52;595;6673;28042;515;6;7;0;420
52;630;5641;26399;515;2;9;0;467
155;252;15076;1163;2551;2;16;1;7
157;575;17304;26838;2553;1;14;0;155
157;575;12069;26838;2553;2;21;1;222
157;575;1040;24566;4447;3;427;15;2362
124;624;15265;7098;1510;2;9;0;46
62;595;7851;28192;567;3;7;0;359
144;652;2594;27075;2383;6;91;5;1043
77;595;9920;18709;540;2;5;0;188
156;571;12028;14450;2552;2;21;1;120
95;156;6368;16682;1481;6;23;1;261
101;152;12208;31696;1487;2;12;0;259
123;443;19209;590;1631;2;8;0;3
155;252;8178;1163;2551;3;31;1;14
153;255;1803;33551;2451;6;135;8;1860
139;489;4822;31018;1647;2;34;2;643
52;595;2963;28042;4572;2;154;1;946
155;252;14294;1163;2483;2;17;1;8
123;422;14162;25721;1631;6;11;0;181
52;595;10382;7081;515;2;4;0;68
157;571;17482;13264;2553;2;14;0;75
116;172;19021;1831;1502;1;7;0;9
156;571;19122;14450;2443;2;12;0;75
52;595;3215;28192;865;3;26;1;876
153;255;15194;34737;2440;2;16;1;228
236;624;11998;33864;2757;6;22;1;282
131;473;17994;34021;1639;2;9;0;189
100;446;2847;33300;1364;6;47;3;1169
228;705;16982;28375;3231;2;19;1;167
107;461;19117;28751;1997;2;10;0;150
53;611;8144;15715;4573;2;56;0;192
228;705;19796;28375;3882;6;19;1;143
93;152;19201;29528;1601;2;8;0;153
52;595;5592;33866;515;6;9;0;605
153;255;7252;34737;2549;3;35;2;478
53;595;4365;33382;516;2;11;1;764
226;575;10652;26838;3309;6;31;2;251
53;595;13439;18709;603;2;4;0;139
157;575;657;24566;2553;6;388;23;3739
52;595;14788;7093;515;2;3;0;47
155;252;3274;1163;4043;1;123;4;35
73;658;1004;28460;4593;3;457;7;2834
95;172;18588;1831;1481;6;7;0;9
155;252;3681;1163;4043;1;109;4;31
146;595;4728;18709;1760;2;37;3;395
153;255;13907;34737;2549;3;18;1;249
155;252;5326;1163;4476;2;84;2;21
208;814;11482;1253;3253;1;28;1;10
231;575;3978;24649;3613;2;90;5;619
75;616;4354;33023;538;2;12;1;758
236;627;11911;33864;4410;2;37;1;284
52;595;1736;28192;515;6;29;2;1623
52;595;2628;24611;557;6;21;1;936
53;601;9225;21540;558;6;6;0;233
155;252;3692;1163;4043;1;109;4;31
54;601;9332;21540;604;1;6;0;230
228;516;6207;33939;3610;6;58;3;546
155;252;4062;1163;2551;2;62;3;28
157;571;12641;14450;2553;2;20;1;114
53;595;1530;27700;516;6;33;3;1810
54;473;115;1423;517;6;449;46;1237
100;445;380;31120;1364;6;358;26;8189
105;95;17838;11071;1613;3;9;0;62
193;741;12523;22249;3578;6;28;1;177
226;575;13350;26838;3382;3;25;1;201
6;546;18595;25573;349;2;1;0;137
121;445;14396;24390;2009;6;13;0;169
100;723;17736;741;1608;6;9;0;4
54;637;3287;25494;517;2;15;1;775
53;607;5361;25755;489;6;9;0;480
193;811;8817;32767;3578;3;40;2;371
52;832;6277;26333;515;2;8;0;419
53;595;7453;18709;4573;3;61;0;251
75;575;17871;24649;538;6;3;0;137
193;743;16274;24900;3578;2;21;1;153
166;824;2230;32671;3075;8;137;7;1465
53;607;14476;34260;516;6;3;0;236
155;252;9532;1163;2551;2;26;1;12
52;595;5807;28024;4572;3;78;0;482
124;717;9716;30721;1510;2;15;1;316
157;575;11794;26838;2553;2;21;1;227
53;445;2616;21309;4573;6;174;2;814
155;252;5350;1163;2551;2;47;2;21
155;252;3939;1163;4476;2;113;3;29
68;624;17103;7098;531;2;3;0;41
75;601;6778;32141;4594;2;67;1;474
54;637;15360;25494;559;6;3;0;165
52;595;19523;1;515;2;2;0;0
62;607;11518;4288;4582;2;39;0;37
157;575;10132;24322;4489;3;44;1;240
93;170;10925;18102;1479;6;13;0;165
92;170;11600;27650;1478;2;12;0;238
157;575;13204;24322;2553;2;19;1;184
75;552;13357;24932;538;3;4;0;186
52;596;11638;23378;468;2;4;0;200
123;445;19399;21309;1907;2;9;0;109
75;637;12376;31931;538;2;4;0;258
165;631;12252;5712;4389;6;35;1;46
153;255;2099;33551;4474;6;213;7;1598
156;571;10144;21265;2573;3;25;1;209
53;595;5774;7093;516;2;8;0;122
100;152;17714;31696;1486;6;8;0;178
157;575;14480;24322;2465;2;17;1;167
155;252;3659;1163;4043;1;110;4;31
155;252;3648;1163;4043;1;110;4;31
91;419;1938;25272;1540;6;79;4;1304
157;575;4776;24649;4478;2;93;3;516
52;595;8481;24611;4572;3;53;0;290
157;571;5824;30743;2585;3;44;2;527
155;252;4060;1163;4476;2;110;3;28
157;575;2439;24322;2553;6;104;6;997
231;571;12965;4906;4792;6;36;1;37
100;626;5047;28150;1608;2;31;1;557
155;252;9531;1163;2453;1;25;1;12
100;624;1395;21356;1364;6;97;7;1530
139;156;15051;16682;1525;2;10;0;110
153;255;15162;34737;2549;2;16;1;229
153;255;822;33551;4474;6;544;18;4081
56;621;3463;27723;663;6;19;1;800
63;619;2138;23208;526;6;24;2;1085
236;631;2994;16773;4410;6;147;7;560
53;595;11665;18709;4573;2;39;0;160
92;170;17059;30719;1478;1;8;0;180
52;595;7131;1;488;2;6;0;0
93;170;11916;27650;1479;2;12;0;232
95;489;19126;31018;2042;2;10;0;162
62;595;10224;27700;4640;3;45;0;270
128;196;15404;27695;1514;1;9;0;179
52;595;20088;27700;488;2;2;0;137
155;252;3582;1163;4043;1;112;4;32
157;575;1582;24566;2553;6;161;9;1552
53;641;6354;27082;516;1;8;0;426
157;575;7605;24649;4478;2;58;2;324
157;575;9009;24322;4478;3;49;1;269
93;170;141;30719;1479;6;1048;65;21786
91;238;985;4893;1477;6;149;9;496
102;445;16897;21309;1551;2;9;0;126
100;389;14835;5300;1486;2;10;0;35
100;156;13594;16682;4891;6;35;0;122
75;723;7554;32891;538;3;7;0;435
94;156;772;32989;1480;6;191;12;4273
157;571;6552;14450;2553;6;38;2;220
153;255;15371;34737;2549;2;16;0;225
62;595;17760;28042;4640;1;26;0;157
52;595;19505;27700;515;2;2;0;142
98;317;18529;1344;4889;6;26;0;7
52;595;17312;27739;4506;2;26;0;160
62;595;10202;27700;4640;3;45;0;271
228;705;19728;23221;3882;6;19;1;117
52;595;17093;28042;515;2;3;0;164
95;422;18124;25721;1821;2;10;0;141
153;255;8867;34737;4474;3;50;1;391
157;575;18006;26838;4447;3;24;0;149
155;252;3571;1163;4043;1;113;4;32
52;595;9641;27700;515;1;5;0;287
153;255;10179;34737;2529;3;24;1;341
157;571;19020;21265;2638;3;13;0;111
180;373;11457;27284;4402;3;38;1;238
101;595;853;33382;2109;6;247;11;3913
93;170;14601;30719;1479;6;10;0;210
72;373;18404;29672;941;6;5;0;161
203;706;18076;770;3692;6;20;1;4
157;575;18743;24649;2485;2;13;0;131
131;473;18104;34021;1639;2;9;0;187
100;614;1950;29680;1486;6;76;5;1522
156;571;12170;14450;2454;2;20;1;118
53;422;13071;18675;516;2;3;0;142
156;575;19203;24322;2552;2;13;0;126
52;730;19377;8049;488;2;2;0;41
54;637;7037;25494;517;2;7;0;362
117;442;19916;29310;1625;3;8;0;147
157;575;1452;23;2553;6;175;10;1
148;587;16460;7748;2545;2;15;0;47
205;51;488;27008;4767;6;976;42;5534
75;595;5275;33382;538;2;10;1;632
53;607;6569;23699;516;2;7;0;360
156;571;12325;14450;2552;2;20;1;117
155;252;5537;1163;2551;2;46;2;21
157;575;15965;26838;2553;2;15;0;168
157;575;13706;24649;2553;2;18;1;179
53;641;4337;33320;4551;6;104;1;768
62;601;14192;21540;525;6;3;0;151
148;516;14004;33939;4481;4;31;1;242
53;595;5140;7093;961;3;18;1;137
52;595;9369;28024;4506;1;48;0;299
156;575;19214;24322;2552;2;13;0;126
72;489;8052;31018;4592;3;57;0;385
52;595;6286;28042;4572;3;72;0;446
53;601;3229;32141;516;2;15;1;995
170;465;19824;6877;2977;8;15;0;34
75;627;19362;6782;511;1;2;0;35
157;812;2478;34719;2574;3;103;6;1401
228;705;17513;265;3536;6;20;1;1
232;595;9967;27739;3614;6;36;2;278
75;422;7033;25721;4594;2;65;1;365
93;445;19745;21309;1479;2;7;0;107
157;575;19233;24322;2574;2;13;0;126
91;683;1939;33439;1540;6;79;4;1724
93;455;2840;28434;1601;6;56;3;1001
153;255;15018;34737;2461;2;16;1;231
131;469;17280;1647;2138;2;12;0;9
170;465;19723;25272;4394;8;22;0;128
75;621;5377;33696;832;6;15;1;626
53;607;17831;25826;516;1;2;0;144
155;252;14955;1163;2551;1;17;1;7
95;717;17052;30721;1481;2;8;0;180
155;252;8264;1163;4476;3;54;1;14
85;616;2830;1073;1250;6;44;3;37
153;255;5689;34737;2549;6;44;2;610
101;588;14300;29836;1992;6;13;0;208
95;624;4163;7098;1481;6;35;2;170
140;422;9130;25721;2085;2;22;1;281
53;595;3691;28192;516;2;13;1;763
53;595;8295;7093;516;2;6;0;85
52;595;14331;27739;515;2;3;0;193
216;754;18568;4200;3261;2;17;1;22
156;575;19945;24649;4477;6;22;0;123
62;571;998;14450;4582;3;459;6;1447
140;552;2286;24364;2146;6;93;6;1065
218;580;12735;29934;3303;2;25;1;235
93;489;8365;31018;1542;3;18;1;370
155;252;495;33491;2551;3;515;31;6765
52;595;11702;22081;515;2;4;0;188
155;252;3527;1163;4043;1;114;4;32
53;595;6085;27700;4633;2;76;0;455
218;580;1194;29934;3601;3;301;18;2507
4;546;19595;32308;46;8;0;0;164
238;631;11983;27467;4412;6;36;1;229
156;571;12764;21265;2552;2;19;1;166
157;575;16237;24649;2465;2;15;0;151
62;575;60;24322;525;6;875;103;40536
93;814;12333;10903;1479;2;11;0;88
62;595;18647;28024;525;1;2;0;150
155;252;3549;1163;4043;1;113;4;32
157;575;18678;26838;4478;3;23;0;143
157;571;4051;14450;4478;2;110;3;356
52;634;13403;29598;515;6;3;0;220
155;252;2698;33491;2551;3;94;5;1241
62;595;16022;1;567;1;3;0;0
155;252;3538;1163;4043;1;114;4;32
100;389;14780;5300;1486;2;10;0;35
100;419;1447;25272;1608;6;111;6;1746
53;595;13485;28042;1112;6;8;0;207
52;595;17637;29762;488;3;2;0;168
218;580;13631;29934;4780;2;35;1;219
155;252;3560;1163;4043;1;113;4;32
52;596;7629;23378;960;1;12;0;306
157;575;5020;24649;2553;2;50;3;491
193;743;18993;24900;3684;2;19;1;131
101;387;14361;27309;1487;6;10;0;190
157;571;14181;14450;2553;2;18;1;101
75;626;18405;30966;511;3;2;0;168
53;595;12774;27700;516;2;4;0;216
193;741;931;26490;3199;6;343;20;2845
94;422;16399;25721;1820;2;11;0;156
100;575;15454;26838;1826;2;11;0;173
53;595;9291;24611;4832;2;52;0;264
75;621;8838;24488;4594;3;51;0;277
155;252;3450;1163;4043;1;117;4;33
93;252;12676;1163;2391;2;18;0;9
72;445;3858;4103;884;2;22;1;106
234;624;5109;23964;3277;2;64;4;469
157;575;15126;24649;2553;2;16;1;162
95;422;3651;25721;1481;2;40;2;704
155;252;3439;1163;4043;1;117;4;33
52;595;3405;28042;515;6;15;1;823
148;516;14082;33939;2468;4;17;1;241
53;422;7630;25721;516;1;6;0;337
100;155;15166;5300;1486;2;9;0;34
157;571;7849;14450;4478;2;57;2;184
53;595;8957;18709;4573;2;51;0;208
228;705;15016;34709;3536;6;23;1;231
62;595;16000;7093;567;2;3;0;44
77;637;3845;15957;540;6;14;2;415
52;595;2479;28042;4622;8;186;2;1131
124;420;15539;21280;1632;2;10;0;136
157;575;296;23;2542;6;858;53;7
193;745;17614;23135;4757;1;27;1;131
156;575;19534;24322;2637;2;13;0;124
153;255;13643;34737;2570;3;18;1;254
193;742;1369;32704;3578;6;261;14;2388
155;252;15703;1163;2483;2;15;0;7
52;595;10456;28042;515;2;4;0;268
100;422;4499;25721;1486;2;33;2;571
75;614;10474;28333;511;3;4;0;270
100;156;15320;16682;1486;6;9;0;108
157;575;1747;24566;2553;6;146;8;1406
155;252;10919;1163;2551;2;23;1;10
156;571;12784;21265;4477;2;35;1;166
157;575;12078;24649;2553;2;21;1;204
129;204;654;27647;1515;6;231;19;4227
53;637;5218;19828;812;6;15;1;379
157;575;426;24566;2553;6;599;36;5766
52;607;5962;28054;4572;6;76;0;470
52;595;4514;27700;4506;7;99;1;613
52;595;10843;22081;488;2;4;0;203
52;595;6707;22081;4632;2;69;0;329
62;595;508;29762;4582;3;901;12;5858
155;252;6363;1163;2572;2;40;2;18
155;252;14834;1163;2551;2;17;1;7
52;601;14933;21540;923;2;6;0;144
52;596;9932;23378;515;2;5;0;235
157;575;17064;24322;2553;2;14;0;142
157;575;17480;26838;2553;2;14;0;153
130;621;17876;27723;2137;6;11;0;155
194;738;2619;23514;3685;6;140;7;897
73;607;2711;2128;979;6;36;2;78
89;473;3134;27222;1475;6;47;2;868
193;741;19825;26057;4757;6;23;0;131
218;580;7659;29934;3873;3;50;2;390
75;595;17448;28192;511;1;2;0;161
157;575;415;24566;2553;6;615;37;5919
94;814;12530;3412;1480;6;11;0;27
85;595;6638;33382;1344;2;20;1;502
100;152;10411;31696;1608;2;15;0;304
62;595;9488;28042;525;1;5;0;295
75;595;7119;18709;4594;2;64;1;262
157;571;6143;30743;2574;3;41;2;500
121;445;14102;6400;1905;2;13;0;45
157;575;14324;26838;2496;2;17;1;187
52;595;2216;28042;515;6;23;2;1265
148;516;14092;33939;4481;1;31;1;240
156;571;12808;21265;2552;2;19;1;166
93;422;5628;25721;1479;6;26;1;457
153;255;16472;34737;2549;2;15;0;210
228;705;17875;23221;3536;6;19;1;129
52;595;16615;33382;488;2;2;0;200
153;255;7008;34737;4474;2;63;2;495
157;575;13136;24322;4478;2;34;1;185
53;595;4802;18709;558;2;11;1;389
52;595;5185;28192;960;3;18;1;543
208;172;16784;28144;3253;6;19;1;167
5;637;16470;15957;282;1;1;0;96
148;516;13959;9622;4439;1;31;1;68
52;595;6702;1;515;2;7;0;0
75;575;4696;24649;4594;2;97;1;524
155;252;2906;1163;2551;2;87;5;40
53;595;5330;18709;516;2;9;0;351
53;595;500;24611;558;6;111;10;4922
73;595;15218;7260;4593;1;30;0;47
155;252;16133;1163;2551;2;15;0;7
100;445;4281;24390;1486;6;34;2;569
155;252;4150;1163;2551;2;61;3;28
87;533;11067;22205;1595;1;14;0;200
196;755;16186;32224;3581;2;22;1;199
52;595;4781;27472;4572;6;95;1;574
157;575;1703;24566;2553;6;149;9;1442
153;255;1086;33551;4443;1;409;14;3089
101;387;4679;34343;4892;6;104;2;733
155;252;4033;1163;4043;1;100;3;28
155;252;12829;1163;2453;2;19;1;9
157;575;1372;24566;2553;6;186;11;1790
87;445;17412;24390;1473;1;8;0;140
157;575;5096;24649;4478;2;87;3;483
52;596;9982;23378;1111;6;11;0;234
75;571;2939;14450;538;2;18;2;491
75;595;11679;28192;538;1;4;0;241
240;641;2835;31284;1593;6;56;8;1103
117;128;6497;29390;1503;6;23;1;452
157;571;9400;30743;4447;1;47;1;327
54;595;14339;24611;517;6;3;0;171
218;596;14495;23378;3601;2;24;1;161
156;571;16352;21265;2552;6;15;0;130
53;419;962;25272;558;1;58;5;2627
155;252;12389;1163;2473;2;19;1;9
62;611;19906;28490;4582;1;23;0;143
161;631;19574;1673;2765;6;14;0;8
53;595;15255;18709;516;2;3;0;122
157;575;10096;24649;2574;3;25;1;244
75;595;6732;7093;4119;2;61;1;105
52;595;4258;33382;515;2;12;1;783
93;170;14284;27650;1710;2;11;0;193
156;571;13027;21265;2552;6;19;1;163
214;438;18814;2768;3769;8;20;1;14
155;252;18567;28345;2551;2;13;0;152
53;595;11511;24611;4573;2;39;0;213
153;255;7349;34737;2451;3;33;2;472
157;575;7276;24649;2455;3;33;2;338
155;252;8397;1163;4476;3;53;1;13
128;299;7014;24149;1514;6;21;1;344
155;252;8454;1163;2551;3;30;1;13
52;595;4608;27472;515;2;11;1;596
53;595;7134;18709;4573;3;64;0;262
155;252;4011;1163;4043;1;100;3;28
153;255;9187;34737;4443;1;48;1;378
155;252;4000;1163;4043;1;101;3;29
157;575;11827;24322;2444;2;20;1;205
52;595;285;1;602;6;211;18;0
52;595;4433;28474;4572;6;103;1;642
228;516;19689;11279;3882;6;19;1;57
52;595;724;33382;4622;8;638;7;4610
157;575;8554;24649;2455;2;28;1;288
240;378;1772;26515;1409;6;79;13;1496
52;595;11599;28042;4632;3;39;0;241
157;575;15963;24649;2553;2;15;0;154
52;601;14934;21540;923;2;6;0;144
170;465;19722;32637;4394;8;22;0;165
52;595;9497;28042;4632;2;48;0;295
100;445;16886;24966;4891;2;28;0;147
53;595;12598;27700;4633;2;36;0;219
156;571;8251;14450;2573;3;31;1;175
93;445;8445;21309;1601;6;18;1;252
153;255;8538;34737;4474;3;52;1;406
75;595;11734;28192;538;2;4;0;240
62;595;2883;27095;4640;6;160;2;939
124;717;10761;30721;1510;2;14;1;285
54;472;4780;21501;559;6;11;1;449
155;252;16021;1163;2494;2;15;0;7
53;595;16295;24611;948;2;5;0;151
89;475;19500;32296;1353;6;6;0;165
91;445;2241;21309;1477;6;65;4;950
157;575;7788;24322;2574;2;33;2;312
53;601;8606;21540;4573;3;53;0;250
53;595;10371;7093;516;2;4;0;68
61;584;6847;29197;524;2;7;0;426
62;595;8270;28192;611;3;7;0;340
53;595;7798;24611;603;3;7;0;315
52;595;18090;33382;4572;2;25;0;184
95;445;19161;21309;2103;2;10;0;111
155;252;4088;1163;4043;1;98;3;28
228;614;12611;28333;4824;6;38;1;224
52;595;2228;33382;1091;6;48;2;1498
52;595;15766;28192;515;1;3;0;178
95;422;13868;25721;2103;2;15;0;185
91;445;16396;21309;1817;2;11;0;129
236;631;10629;675;4147;2;39;2;6
240;422;13607;25721;1656;2;12;1;189
236;631;5028;28770;4410;2;87;4;572
152;533;13838;22205;2470;2;17;1;160
53;634;2739;29598;516;6;18;1;1080
121;445;2365;21309;1507;6;63;5;901
94;153;5261;2282;1480;6;28;1;43
157;575;6727;26838;4478;2;66;2;398
100;422;13383;25721;1486;2;11;0;192
196;741;6330;5075;3581;6;56;3;80
53;595;13850;7093;516;2;3;0;51
231;590;8547;1584;3422;3;40;2;18
155;252;12709;1163;2551;2;20;1;9
52;596;15700;23378;515;1;3;0;148
162;627;14103;33864;2755;2;19;1;240
235;742;959;32704;3617;4;377;24;3410
153;255;10081;34737;2570;3;25;1;344
52;595;4309;28192;4572;3;106;1;654
157;575;5087;24649;2553;2;50;3;484
153;255;10521;34737;2549;2;24;1;330
95;723;18637;741;1603;2;8;0;3
53;637;6952;25494;516;2;7;0;366
53;595;9611;33382;489;2;5;0;347
157;571;19111;13264;2585;2;13;0;69
157;575;12121;26838;4478;2;36;1;221
62;595;12158;1;525;2;4;0;0
156;575;16497;26838;2552;2;15;0;162
93;814;16009;2344;1479;6;9;0;14
53;595;3228;18709;558;2;17;1;579
75;705;15873;23221;1038;1;6;0;146
228;705;9011;23221;3916;3;43;2;257
54;595;16086;27739;517;2;3;0;172
155;252;17662;1163;2473;1;14;0;6
100;422;9838;25721;1486;2;15;1;261
139;489;4855;31018;4926;2;101;2;638
54;472;12985;21501;4574;6;35;0;165
93;624;4471;7098;1479;6;33;2;158
52;595;9297;885;4506;1;48;0;9
156;571;12961;21265;2552;2;19;1;164
94;156;11927;27750;1480;2;12;0;232
148;587;17221;7748;2545;2;14;0;44
100;614;1895;29680;1608;6;84;5;1566
124;624;5446;23964;1510;2;27;2;440
87;444;6361;3553;1473;2;23;1;55
73;658;631;28460;4593;3;727;11;4510
52;595;16451;1;515;2;3;0;0
54;472;6070;28193;517;2;8;0;464
157;575;17373;24322;2638;2;15;0;139
52;595;789;28192;515;6;65;6;3573
155;252;14789;1163;2551;2;17;1;7
155;252;16243;1163;2551;2;15;0;7
100;387;17144;28511;1826;2;10;0;166
207;707;17272;2194;3967;2;22;1;12
155;252;12665;1163;2551;2;20;1;9
157;575;18622;26838;4447;3;23;0;144
53;730;16138;8049;516;2;3;0;49
95;445;16227;21309;1603;2;9;0;131
140;723;13577;741;1648;6;12;1;5
156;571;19695;14450;2552;2;12;0;73
155;252;2687;33491;2572;3;95;5;1246
53;637;16388;25240;4310;2;26;0;154
218;580;2097;29934;3601;3;171;10;1427
155;252;2970;1163;4476;2;150;5;39
75;627;864;33864;4594;6;531;8;3919
111;587;18524;27918;1497;2;8;0;150
125;489;19387;31018;1572;2;8;0;159
53;595;1375;27700;516;6;37;3;2014
75;595;11800;28192;538;2;4;0;238
193;742;10036;6208;3849;6;38;1;61
53;595;15798;7093;516;2;3;0;44
236;631;2910;17954;4147;2;142;8;616
231;571;11663;14450;3613;2;30;1;123
53;472;14471;28193;812;2;5;0;194
153;255;17561;34737;2492;6;14;0;197
53;595;12453;27700;4573;2;36;0;222
53;595;9213;7093;4507;6;48;0;76
218;583;8169;26417;3668;3;44;2;323
75;631;9090;30760;4594;3;50;0;338
157;575;13458;24322;2515;2;18;1;180
153;255;913;33551;2549;6;279;16;3674
53;683;1891;26562;516;6;27;2;1404
155;252;6603;1163;2473;2;37;2;17
218;571;11235;30743;3601;2;32;1;273
53;595;17461;33382;516;2;2;0;191
124;445;4876;21309;1510;6;30;2;437
100;683;19739;21846;1991;2;10;0;110
223;751;12262;1534;3267;6;26;1;12
52;595;15097;33382;515;1;3;0;221
144;601;8626;23464;1652;3;19;1;272
157;575;18623;24649;2638;3;14;0;132
156;571;2426;21265;2552;3;105;6;876
53;595;12909;18709;4573;2;35;0;144
228;516;13242;21426;4789;6;36;1;161
228;705;12613;2981;4824;6;38;1;23
157;575;9257;24649;4447;2;48;1;266
156;575;16015;24322;2552;2;15;0;151
54;607;15176;33745;490;6;3;0;222
153;255;15150;34737;2549;1;16;1;229
157;575;1185;24566;2553;6;215;13;2073
157;575;1537;24566;2553;6;166;10;1598
228;516;13264;21426;4789;6;36;1;161
95;624;12255;23964;1935;2;15;0;195
100;156;10272;16682;1486;2;14;0;162
94;626;7189;31966;1480;3;20;1;444
228;705;19846;4017;3882;6;19;1;20
100;389;13462;5300;4891;6;36;0;39
231;575;1264;24322;3718;3;294;18;1924
52;620;1246;26860;515;6;41;4;2155
155;252;4852;1163;4476;2;92;3;23
53;595;8901;27700;603;3;6;0;311
56;641;9179;31000;492;2;5;0;337
124;185;10461;1369;1510;6;14;1;13
157;575;19607;24322;2638;3;13;0;124
53;595;18;7093;558;6;3100;294;39405
153;255;1208;33551;4474;6;370;12;2777
52;595;9751;27700;515;2;5;0;284
157;575;6782;26838;4489;2;66;2;395
156;571;12137;14450;2552;2;21;1;119
155;252;15042;1163;2551;2;16;1;7
155;252;6300;1163;4043;1;64;2;18
157;575;12123;26838;2553;2;21;1;221
155;252;3124;1163;4476;6;143;4;37
53;595;12128;18709;516;2;4;0;154
124;422;13191;25721;1632;6;12;0;194
75;595;17650;28042;4594;1;26;0;158
157;575;12406;24649;2455;2;19;1;198
240;453;15933;8742;1656;3;10;1;54
157;575;16051;24649;2553;6;15;0;153
156;571;2481;21265;2552;6;102;6;857
195;742;19911;1474;3851;6;19;0;7
53;595;11326;28192;516;2;4;0;248
53;595;6391;33382;516;1;8;0;522
53;595;16510;18709;558;2;3;0;113
95;717;12979;30721;1481;6;11;0;236
156;575;12226;24322;4477;2;36;1;198
62;607;8766;4288;498;6;5;0;48
53;595;81;24611;516;6;637;65;30383
53;637;2741;25494;516;6;18;1;930
75;575;10552;26838;511;3;4;0;254
140;571;12331;14450;1865;1;15;1;117
100;624;1075;21356;1364;6;126;9;1986
153;255;15095;34737;2549;2;16;1;230
153;255;5127;34737;2549;2;49;2;677
93;170;14305;27650;1601;2;11;0;193
157;575;15721;24649;2553;2;16;0;156
62;595;13032;22081;4608;6;35;0;169
155;252;14734;1163;2551;1;17;1;7
100;378;20041;16682;1486;2;7;0;83
193;811;7487;32767;4757;3;63;2;437
93;445;15696;21309;4884;1;31;0;135
157;575;13223;26838;4478;2;33;1;202
52;581;11082;32491;515;4;4;0;293
91;445;2142;21309;1477;3;68;4;994
157;575;1581;24566;2553;6;161;9;1553
155;252;15064;1163;2551;2;16;1;7
81;265;17196;32111;1340;2;7;0;186
156;571;10859;21265;2552;2;23;1;195
62;595;10161;7081;4640;3;45;0;69
52;596;14647;23378;847;6;5;0;159
157;571;18789;14450;2553;2;13;0;76
62;607;8173;28054;525;3;6;0;343
138;396;14815;33531;1524;6;10;0;226
53;595;6402;33382;516;2;8;0;521
207;589;112;828;3520;6;3142;184;739
73;422;16052;25721;536;2;3;0;160
148;726;19474;25620;2545;2;13;0;131
155;252;4121;1163;4043;1;98;3;28
156;575;14252;26838;2552;2;17;1;188
52;595;13884;28192;515;2;3;0;203
157;575;1108;24566;2553;6;230;14;2217
75;621;2000;17537;511;6;25;3;876
100;420;3759;21280;1486;6;39;2;566
157;575;2130;24322;2574;3;120;7;1141
148;516;14007;33939;2545;4;18;1;242
157;575;12330;24649;2553;2;20;1;199
131;637;10049;31931;2138;6;21;1;317
62;595;7994;28192;525;3;6;0;352
136;571;484;14450;2143;6;442;28;2985
155;252;16223;28345;2551;2;15;0;174
90;420;9682;21280;1476;2;15;0;219
157;575;9345;24649;4447;2;47;1;263
52;596;9412;23378;4506;2;47;0;248
52;595;14302;28192;488;2;3;0;197
155;252;16386;1163;2551;2;15;0;7
155;252;4099;1163;4043;1;98;3;28
156;571;16407;21265;2552;1;15;0;129
53;595;8124;28024;516;6;6;0;344
